Frequency (Hz)	Level (dB)
8702.105713	-92.640839
8704.797363	-96.570732
8707.489014	-101.754150
8710.180664	-99.676994
8712.872314	-95.671570
8715.563965	-94.963737
8718.255615	-96.945236
8720.947266	-100.007195
8723.638916	-92.993645
8726.330566	-92.004593
8729.022217	-100.337830
8731.713867	-98.135971
8734.405518	-97.208557
8737.097168	-93.164940
8739.788818	-92.776093
8742.480469	-98.759003
8745.172119	-98.700203
8747.863770	-95.836708
8750.555420	-95.494759
8753.247070	-97.898140
8755.938721	-102.518143
8758.630371	-108.310051
8761.322021	-101.692764
8764.013672	-99.177345
8766.705322	-97.698616
8769.396973	-99.614571
8772.088623	-95.902878
8774.780273	-94.268463
8777.471924	-94.851707
8780.163574	-97.294884
8782.855225	-99.627266
8785.546875	-97.679054
8788.238525	-93.591911
8790.930176	-91.922379
8793.621826	-97.854576
8796.313477	-97.894547
8799.005127	-98.332855
8801.696777	-99.891029
8804.388428	-101.290321
8807.080078	-95.952606
8809.771729	-94.267014
8812.463379	-95.783401
8815.155029	-97.086998
8817.846680	-94.723671
8820.538330	-92.703415
8823.229980	-94.365639
8825.921631	-100.567757
8828.613281	-99.026245
8831.304932	-99.121979
8833.996582	-95.211983
8836.688232	-94.402519
8839.379883	-94.955475
8842.071533	-96.086952
8844.763184	-96.529587
8847.454834	-101.262917
8850.146484	-104.530571
8852.838135	-95.024017
8855.529785	-90.942825
8858.221436	-97.372246
8860.913086	-96.383018
8863.604736	-93.632362
8866.296387	-93.178802
8868.988037	-97.041550
8871.679688	-97.531403
8874.371338	-94.387718
8877.062988	-97.573654
8879.754639	-106.572266
8882.446289	-96.621567
8885.137939	-93.665512
8887.829590	-93.949753
8890.521240	-92.253540
8893.212891	-91.194443
8895.904541	-93.250214
8898.596191	-94.223961
8901.287842	-93.812431
8903.979492	-95.569443
8906.671143	-96.502487
8909.362793	-98.399803
8912.054443	-98.413910
8914.746094	-94.322975
8917.437744	-92.621117
8920.129395	-91.332581
8922.821045	-93.682663
8925.512695	-95.184769
8928.204346	-95.077156
8930.895996	-92.052490
8933.587646	-88.901474
8936.279297	-93.560158
8938.970947	-100.331757
8941.662598	-96.886841
8944.354248	-93.405624
8947.045898	-95.395096
8949.737549	-98.151634
8952.429199	-95.315170
8955.120850	-95.645035
8957.812500	-93.594849
8960.504150	-92.549408
8963.195801	-96.102547
8965.887451	-101.411873
8968.579102	-100.217941
8971.270752	-105.124718
8973.962402	-98.389053
8976.654053	-95.428772
8979.345703	-96.144112
8982.037354	-94.829185
8984.729004	-94.209778
8987.420654	-96.391045
8990.112305	-97.709404
8992.803955	-106.304085
8995.495605	-111.553680
8998.187256	-101.305687
9000.878906	-96.664726
9003.570557	-93.210106
9006.262207	-93.047050
9008.953857	-95.990425
9011.645508	-98.097809
9014.337158	-102.032166
9017.028809	-99.831917
9019.720459	-99.117165
9022.412109	-97.198624
9025.103760	-98.604767
9027.795410	-99.517952
9030.487061	-102.790489
9033.178711	-106.713135
9035.870361	-102.803749
9038.562012	-98.183777
9041.253662	-96.530617
9043.945312	-99.465355
9046.636963	-114.297638
9049.328613	-103.837761
9052.020264	-99.635345
9054.711914	-103.069420
9057.403564	-98.604385
9060.095215	-97.910545
9062.786865	-98.269257
9065.478516	-101.969322
9068.170166	-101.909515
9070.861816	-100.231689
9073.553467	-96.492256
9076.245117	-94.288139
9078.936768	-95.113327
9081.628418	-96.428421
9084.320068	-100.309944
9087.011719	-102.834618
9089.703369	-102.216141
9092.395020	-96.317833
9095.086670	-93.688087
9097.778320	-94.741165
9100.469971	-98.623207
9103.161621	-100.150436
9105.853271	-101.287025
9108.544922	-102.120453
9111.236572	-98.002197
9113.928223	-96.814201
9116.619873	-97.037033
9119.311523	-101.240936
9122.003174	-97.694710
9124.694824	-94.695160
9127.386475	-94.899803
9130.078125	-96.956985
9132.769775	-95.176956
9135.461426	-96.911545
9138.153076	-94.438828
9140.844727	-98.938171
9143.536377	-101.195961
9146.228027	-99.199860
9148.919678	-95.124939
9151.611328	-94.998932
9154.302979	-99.038139
9156.994629	-100.299744
9159.686279	-97.974518
9162.377930	-96.568054
9165.069580	-96.256264
9167.761230	-102.188538
9170.452881	-98.009178
9173.144531	-98.953064
9175.836182	-99.386711
9178.527832	-99.511253
9181.219482	-106.781639
9183.911133	-104.221741
9186.602783	-99.920303
9189.294434	-94.365913
9191.986084	-96.490349
9194.677734	-101.433670
9197.369385	-98.338440
9200.061035	-95.832031
9202.752686	-97.706963
9205.444336	-100.222061
9208.135986	-98.823555
9210.827637	-97.577011
9213.519287	-94.815453
9216.210938	-94.753456
9218.902588	-98.472374
9221.594238	-97.015701
9224.285889	-99.626556
9226.977539	-102.496613
9229.669189	-104.229286
9232.360840	-98.073219
9235.052490	-94.653801
9237.744141	-93.895844
9240.435791	-96.074692
9243.127441	-98.941391
9245.819092	-100.379158
9248.510742	-101.550293
9251.202393	-101.188377
9253.894043	-100.829033
9256.585693	-101.000473
9259.277344	-100.939056
9261.968994	-102.697975
9264.660645	-98.910500
9267.352295	-98.357567
9270.043945	-101.389168
9272.735596	-101.904419
9275.427246	-98.576286
9278.118896	-101.578476
9280.810547	-98.281075
9283.502197	-97.741859
9286.193848	-99.171028
9288.885498	-96.370399
9291.577148	-97.654198
9294.268799	-101.050903
9296.960449	-105.533569
9299.652100	-101.079178
9302.343750	-99.166946
9305.035400	-100.712387
9307.727051	-94.821396
9310.418701	-94.367706
9313.110352	-96.162743
9315.802002	-90.964767
9318.493652	-91.845291
9321.185303	-92.133286
9323.876953	-91.142479
9326.568604	-98.202217
9329.260254	-101.127762
9331.951904	-105.092171
9334.643555	-102.981895
9337.335205	-100.883232
9340.026855	-96.847931
9342.718506	-95.140633
9345.410156	-97.017136
9348.101807	-95.609421
9350.793457	-96.337715
9353.485107	-93.593849
9356.176758	-94.757210
9358.868408	-98.173904
9361.560059	-99.717468
9364.251709	-100.740112
9366.943359	-102.795700
9369.635010	-97.649513
9372.326660	-98.385590
9375.018311	-97.715553
9377.709961	-96.478531
9380.401611	-99.436264
9383.093262	-104.234642
9385.784912	-101.286751
9388.476562	-96.645760
9391.168213	-96.280106
9393.859863	-98.080177
9396.551514	-102.574669
9399.243164	-98.091316
9401.934814	-95.817780
9404.626465	-93.140999
9407.318115	-94.790436
9410.009766	-96.325455
9412.701416	-101.245186
9415.393066	-103.917801
9418.084717	-101.574829
9420.776367	-95.132553
9423.468018	-91.608833
9426.159668	-90.898285
9428.851318	-91.860336
9431.542969	-93.496918
9434.234619	-96.339203
9436.926270	-99.727600
9439.617920	-98.510460
9442.309570	-96.693275
9445.001221	-98.136215
9447.692871	-97.166512
9450.384521	-98.520004
9453.076172	-103.452927
9455.767822	-105.809433
9458.459473	-100.439781
9461.151123	-98.159111
9463.842773	-94.308296
9466.534424	-96.061752
9469.226074	-99.192459
9471.917725	-100.043221
9474.609375	-98.484642
9477.301025	-98.805458
9479.992676	-98.398422
9482.684326	-103.082100
9485.375977	-105.902031
9488.067627	-103.999702
9490.759277	-100.330559
9493.450928	-99.866226
9496.142578	-98.159683
9498.834229	-97.690483
9501.525879	-97.871910
9504.217529	-97.847404
9506.909180	-98.218765
9509.600830	-96.762604
9512.292480	-95.874390
9514.984131	-96.788361
9517.675781	-100.884941
9520.367432	-107.522415
9523.059082	-108.668320
9525.750732	-104.025124
9528.442383	-100.378601
9531.134033	-99.869629
9533.825684	-101.506386
9536.517334	-102.848518
9539.208984	-107.181160
9541.900635	-102.402626
9544.592285	-98.987289
9547.283936	-95.654884
9549.975586	-94.460503
9552.667236	-95.405159
9555.358887	-97.028412
9558.050537	-96.736305
9560.742188	-96.911034
9563.433838	-98.637245
9566.125488	-101.405540
9568.817139	-102.040848
9571.508789	-102.415802
9574.200439	-100.954086
9576.892090	-100.748993
9579.583740	-96.797676
9582.275391	-95.330757
9584.967041	-96.847351
9587.658691	-99.927185
9590.350342	-96.782852
9593.041992	-95.402817
9595.733643	-98.004440
9598.425293	-97.614487
9601.116943	-98.580940
9603.808594	-104.357018
9606.500244	-98.714233
9609.191895	-100.722183
9611.883545	-94.967613
9614.575195	-91.803352
9617.266846	-96.429230
9619.958496	-99.255554
9622.650146	-106.601471
9625.341797	-97.488503
9628.033447	-95.711922
9630.725098	-99.607582
9633.416748	-102.596191
9636.108398	-100.331482
9638.800049	-99.430824
9641.491699	-115.519905
9644.183350	-104.564491
9646.875000	-101.378853
9649.566650	-100.945213
9652.258301	-105.448265
9654.949951	-99.723274
9657.641602	-95.512840
9660.333252	-96.231110
9663.024902	-99.306351
9665.716553	-97.925171
9668.408203	-95.425720
9671.099854	-98.429115
9673.791504	-101.914825
9676.483154	-100.016747
9679.174805	-98.845795
9681.866455	-98.268997
9684.558105	-97.823303
9687.249756	-98.787155
9689.941406	-95.078217
9692.633057	-93.103920
9695.324707	-95.433121
9698.016357	-94.376770
9700.708008	-90.674599
9703.399658	-94.639725
9706.091309	-103.936989
9708.782959	-100.474960
9711.474609	-105.793419
9714.166260	-99.780823
9716.857910	-94.176704
9719.549561	-91.978920
9722.241211	-91.247955
9724.932861	-93.091393
9727.624512	-93.756584
9730.316162	-95.604698
9733.007812	-102.689011
9735.699463	-105.298813
9738.391113	-100.069611
9741.082764	-95.238106
9743.774414	-95.179688
9746.466064	-95.995964
9749.157715	-94.990570
9751.849365	-93.005058
9754.541016	-93.174850
9757.232666	-93.081146
9759.924316	-93.159790
9762.615967	-94.474312
9765.307617	-97.760689
9767.999268	-97.870850
9770.690918	-95.230782
9773.382568	-96.804878
9776.074219	-93.689659
9778.765869	-93.050453
9781.457520	-95.777061
9784.149170	-99.035583
9786.840820	-101.144814
9789.532471	-99.417091
9792.224121	-96.278664
9794.915771	-95.686440
9797.607422	-95.672142
9800.299072	-97.871811
9802.990723	-99.922981
9805.682373	-102.727043
9808.374023	-100.273987
9811.065674	-97.804008
9813.757324	-98.724091
9816.448975	-97.772858
9819.140625	-97.642670
9821.832275	-101.658310
9824.523926	-98.866188
9827.215576	-98.249985
9829.907227	-99.157623
9832.598877	-101.638580
9835.290527	-102.428925
9837.982178	-100.323051
9840.673828	-102.416176
9843.365479	-95.264091
9846.057129	-95.331161
9848.748779	-96.154610
9851.440430	-97.437019
9854.132080	-97.663956
9856.823730	-98.942001
9859.515381	-102.708008
9862.207031	-101.101082
9864.898682	-101.103081
9867.590332	-102.286888
9870.281982	-102.734131
9872.973633	-100.552849
9875.665283	-101.107941
9878.356934	-98.766876
9881.048584	-101.927849
9883.740234	-102.526810
9886.431885	-97.685913
9889.123535	-97.348724
9891.815186	-100.634361
9894.506836	-100.340164
9897.198486	-102.183022
9899.890137	-101.667992
9902.581787	-100.370728
9905.273438	-101.187859
9907.965088	-116.004028
9910.656738	-104.153984
9913.348389	-99.318085
9916.040039	-106.523918
9918.731689	-102.248161
9921.423340	-103.156410
9924.114990	-100.320992
9926.806641	-96.468651
9929.498291	-95.612450
9932.189941	-95.988014
9934.881592	-97.353172
9937.573242	-99.224464
9940.264893	-101.456261
9942.956543	-104.435326
9945.648193	-105.160423
9948.339844	-106.726830
9951.031494	-103.957405
9953.723145	-103.491150
9956.414795	-101.666161
9959.106445	-101.603600
9961.798096	-100.685425
9964.489746	-98.986977
9967.181396	-101.005997
9969.873047	-101.304596
9972.564697	-100.932755
9975.256348	-100.191689
9977.947998	-100.342361
9980.639648	-101.547287
9983.331299	-104.641762
9986.022949	-104.435158
9988.714600	-103.125175
9991.406250	-102.484100
9994.097900	-102.573135
9996.789551	-101.098473
9999.481201	-101.822464
10002.172852	-101.845856
10004.864502	-97.379692
10007.556152	-98.248039
10010.247803	-99.982513
10012.939453	-102.666451
10015.631104	-101.835991
10018.322754	-101.993385
10021.014404	-100.158852
10023.706055	-101.675751
10026.397705	-101.237854
10029.089355	-97.784103
10031.781006	-99.846779
10034.472656	-103.330620
10037.164307	-99.688637
10039.855957	-98.537872
10042.547607	-97.271324
10045.239258	-96.227371
10047.930908	-99.583046
10050.622559	-103.072495
10053.314209	-101.361862
10056.005859	-97.811935
10058.697510	-97.462738
10061.389160	-97.471100
10064.080811	-97.871574
10066.772461	-96.241417
10069.464111	-99.508072
10072.155762	-101.223457
10074.847412	-97.057388
10077.539062	-101.892586
10080.230713	-97.663460
10082.922363	-95.083527
10085.614014	-97.626343
10088.305664	-99.087303
10090.997314	-100.659203
10093.688965	-94.227432
10096.380615	-93.764885
10099.072266	-94.635864
10101.763916	-95.276390
10104.455566	-98.818024
10107.147217	-106.199425
10109.838867	-101.510956
10112.530518	-99.837372
10115.222168	-99.280937
10117.913818	-100.284363
10120.605469	-97.994797
10123.297119	-96.172234
10125.988770	-95.315117
10128.680420	-96.971748
10131.372070	-98.850449
10134.063721	-99.027191
10136.755371	-98.257980
10139.447021	-95.591011
10142.138672	-96.638618
10144.830322	-99.564590
10147.521973	-100.310005
10150.213623	-100.428177
10152.905273	-98.586136
10155.596924	-98.377205
10158.288574	-98.542732
10160.980225	-97.064041
10163.671875	-98.179985
10166.363525	-100.581123
10169.055176	-99.053070
10171.746826	-96.217415
10174.438477	-95.691170
10177.130127	-95.770638
10179.821777	-96.293900
10182.513428	-95.739220
10185.205078	-98.871124
10187.896729	-101.600189
10190.588379	-103.659615
10193.280029	-105.958519
10195.971680	-99.764931
10198.663330	-95.378731
10201.354980	-96.416153
10204.046631	-96.574295
10206.738281	-97.600029
10209.429932	-99.727608
10212.121582	-96.273148
10214.813232	-93.891663
10217.504883	-96.139381
10220.196533	-102.705521
10222.888184	-105.623764
10225.579834	-102.854958
10228.271484	-100.612885
10230.963135	-100.954262
10233.654785	-97.002068
10236.346436	-96.636375
10239.038086	-98.700081
10241.729736	-99.136116
10244.421387	-96.236931
10247.113037	-95.240402
10249.804688	-93.366837
10252.496338	-92.808029
10255.187988	-96.892006
10257.879639	-100.765594
10260.571289	-101.100739
10263.262939	-99.460426
10265.954590	-99.175217
10268.646240	-101.496979
10271.337891	-99.593628
10274.029541	-101.631126
10276.721191	-98.084053
10279.412842	-95.374260
10282.104492	-92.633568
10284.796143	-92.711571
10287.487793	-94.500481
10290.179443	-98.449120
10292.871094	-98.847023
10295.562744	-98.083939
10298.254395	-96.932312
10300.946045	-100.233025
10303.637695	-102.293747
10306.329346	-99.520271
10309.020996	-97.502838
10311.712646	-98.690109
10314.404297	-100.302727
10317.095947	-97.922043
10319.787598	-95.364502
10322.479248	-96.621422
10325.170898	-98.697304
10327.862549	-101.186386
10330.554199	-100.948593
10333.245850	-99.106926
10335.937500	-98.157471
10338.629150	-98.242363
10341.320801	-100.941040
10344.012451	-105.246910
10346.704102	-109.643539
10349.395752	-101.678398
10352.087402	-99.288292
10354.779053	-98.190498
10357.470703	-98.073975
10360.162354	-98.126778
10362.854004	-100.738327
10365.545654	-102.219696
10368.237305	-102.592255
10370.928955	-98.169724
10373.620605	-96.213989
10376.312256	-95.888893
10379.003906	-98.138336
10381.695557	-99.770088
10384.387207	-103.319397
10387.078857	-105.188812
10389.770508	-105.902786
10392.462158	-102.579323
10395.153809	-100.441315
10397.845459	-96.951279
10400.537109	-97.711159
10403.228760	-97.203621
10405.920410	-95.411278
10408.612061	-94.559952
10411.303711	-96.180336
10413.995361	-98.666779
10416.687012	-100.529579
10419.378662	-98.719559
10422.070312	-98.973289
10424.761963	-101.135780
10427.453613	-101.164566
10430.145264	-99.062950
10432.836914	-95.052994
10435.528564	-96.031311
10438.220215	-98.737663
10440.911865	-100.056862
10443.603516	-99.549576
10446.295166	-96.994522
10448.986816	-93.527672
10451.678467	-96.469765
10454.370117	-98.061287
10457.061768	-98.995506
10459.753418	-101.585823
10462.445068	-101.042038
10465.136719	-102.253624
10467.828369	-99.953262
10470.520020	-98.459427
10473.211670	-96.421539
10475.903320	-94.030830
10478.594971	-96.623505
10481.286621	-96.585327
10483.978271	-96.541168
10486.669922	-98.613533
10489.361572	-99.810631
10492.053223	-99.614845
10494.744873	-105.877861
10497.436523	-110.364250
10500.128174	-111.017067
10502.819824	-103.768845
10505.511475	-102.118782
10508.203125	-101.341927
10510.894775	-105.173325
10513.586426	-102.367653
10516.278076	-98.965843
10518.969727	-98.307854
10521.661377	-101.072762
10524.353027	-102.570335
10527.044678	-103.032646
10529.736328	-106.118370
10532.427979	-111.255135
10535.119629	-100.339470
10537.811279	-96.974228
10540.502930	-102.978149
10543.194580	-107.753525
10545.886230	-104.430771
10548.577881	-102.200775
10551.269531	-101.047684
10553.961182	-99.772087
10556.652832	-99.103371
10559.344482	-95.109688
10562.036133	-97.501045
10564.727783	-97.105850
10567.419434	-92.342125
10570.111084	-95.201469
10572.802734	-98.829407
10575.494385	-95.152092
10578.186035	-96.736679
10580.877686	-95.912506
10583.569336	-93.707451
10586.260986	-94.668083
10588.952637	-99.034302
10591.644287	-98.554680
10594.335938	-99.359726
10597.027588	-97.607536
10599.719238	-95.360275
10602.410889	-96.876717
10605.102539	-96.076767
10607.794189	-96.830170
10610.485840	-96.710724
10613.177490	-96.081192
10615.869141	-98.399933
10618.560791	-96.166855
10621.252441	-94.340775
10623.944092	-94.027382
10626.635742	-100.552109
10629.327393	-99.144714
10632.019043	-99.133499
10634.710693	-103.012871
10637.402344	-100.418808
10640.093994	-96.905907
10642.785645	-95.615265
10645.477295	-91.917824
10648.168945	-94.417809
10650.860596	-98.450645
10653.552246	-101.723907
10656.243896	-102.010574
10658.935547	-100.472252
10661.627197	-102.849838
10664.318848	-97.933975
10667.010498	-98.116066
10669.702148	-102.253067
10672.393799	-100.450523
10675.085449	-96.882225
10677.777100	-101.020798
10680.468750	-101.254158
10683.160400	-101.239769
10685.852051	-102.994621
10688.543701	-106.948456
10691.235352	-100.412949
10693.927002	-99.358780
10696.618652	-99.507164
10699.310303	-104.046288
10702.001953	-105.633362
10704.693604	-98.699356
10707.385254	-98.216644
10710.076904	-100.362549
10712.768555	-98.875061
10715.460205	-95.605103
10718.151855	-99.891975
10720.843506	-101.362709
10723.535156	-99.574493
10726.226807	-100.348061
10728.918457	-105.305710
10731.610107	-108.695114
10734.301758	-102.037498
10736.993408	-105.170494
10739.685059	-97.845253
10742.376709	-108.106544
10745.068359	-101.467224
10747.760010	-97.592049
10750.451660	-99.562050
10753.143311	-98.595390
10755.834961	-96.585136
